accession,description,length,raw Ns,raw Ns %,masked Ns,masked Ns %,vsl-25 Ns,vsl-25 Ns %,masked vsl-25 Ns,masked vsl-25 Ns %,RM vsl-25 missed Ns,RM vsl-25 missed Ns %
NC_048860.1,Microbacterium phage Arete  complete genome,53692,0,0,422,.78,49,.09,422,.78,0,0
NC_048861.1,Proteus phage Privateer  complete genome,90710,0,0,308,.33,147,.16,455,.50,147,.16
NC_048862.1,Salmonella phage astrithr  complete genome,11569,0,0,0,0,0,0,0,0,0,0
NC_048863.1,Salmonella phage yarpen  complete genome,52464,0,0,156,.29,49,.09,156,.29,0,0
NC_048864.1,Salmonella phage birk  complete genome,52767,0,0,82,.15,74,.14,82,.15,0,0
NC_048865.1,Salmonella phage oldekolle  complete genome,109372,0,0,184,.16,147,.13,331,.30,147,.13
NC_048866.1,Salmonella phage bombadil  complete genome,109539,0,0,211,.19,0,0,211,.19,0,0
NC_048867.1,Salmonella phage faergetype  complete genome,110183,0,0,530,.48,172,.15,579,.52,49,.04
NC_048868.1,Salmonella phage rokbiter  complete genome,112006,0,0,526,.46,98,.08,575,.51,49,.04
NC_048869.1,Salmonella phage fuchur  complete genome,112117,0,0,352,.31,147,.13,450,.40,98,.08
NC_048870.1,Salmonella phage bastian  complete genome,112477,0,0,498,.44,98,.08,596,.52,98,.08
NC_048871.1,Salmonella phage oselot  complete genome,113503,0,0,296,.26,49,.04,345,.30,49,.04
NC_048872.1,Salmonella phage atrejo  complete genome,114059,0,0,491,.43,0,0,491,.43,0,0
NC_048873.1,Klebsiella virus KpS8  complete genome,143800,0,0,581,.40,98,.06,679,.47,98,.06
NC_048874.1,Escherichia phage EC6098  complete genome,4526,0,0,0,0,0,0,0,0,0,0
NC_048875.1,Pantoea phage vB PagM SSEM1  complete genome,54982,0,0,410,.74,74,.13,410,.74,0,0
NC_048876.1,Gordonia phage Secretariat  complete genome,57731,0,0,127,.21,0,0,127,.21,0,0
NC_048877.1,Microbacterium phage Phedro  complete genome,54442,0,0,254,.46,0,0,254,.46,0,0
NC_048878.1,Alteromonas phage vB AcoS-R7M  complete genome,56163,0,0,79,.14,0,0,79,.14,0,0
NC_048879.1,Iphisa elegans voucher IPHFG mitochondrion  complete genome,18622,0,0,148,.79,466,2.50,565,3.03,417,2.23
NC_048880.1,Epimedium pudingense chloroplast  complete genome,157325,0,0,4915,3.12,761,.48,5160,3.27,245,.15
NC_048881.1,Allorhynchium sp. GX mitochondrion  complete genome,19646,0,0,692,3.52,1498,7.62,1846,9.39,1154,5.87
NC_048882.1,Allorhynchium sp. YN mitochondrion  complete genome,19198,0,0,828,4.31,859,4.47,1507,7.84,679,3.53
NC_048883.1,Antodynerus aff. limbatus YN mitochondrion  complete genome,17975,0,0,685,3.81,932,5.18,1519,8.45,834,4.63
NC_048884.1,Rhynchium aff. brunneum YN mitochondrion  complete genome,23251,0,0,1345,5.78,1728,7.43,2699,11.60,1354,5.82
NC_048885.1,Rhynchium aff. brunneum GX mitochondrion  complete genome,23122,0,0,2000,8.64,1950,8.43,3031,13.10,1031,4.45
NC_048886.1,Silene kiusiana chloroplast  complete genome,151831,0,0,5300,3.49,1202,.79,5937,3.91,637,.41
NC_048887.1,Ostrinia scapulalis voucher SH4 mitochondrion  complete genome,15311,0,0,887,5.79,1131,7.38,1647,10.75,760,4.96
NC_048888.1,Ostrinia zealis voucher ZLT4 mitochondrion  complete genome,15208,0,0,969,6.37,812,5.33,1559,10.25,590,3.87
NC_048889.1,Myriophyllum aquaticum chloroplast  complete genome,160465,0,0,6505,4.05,2188,1.36,7462,4.65,957,.59
NC_048890.1,Oxalis corymbosa chloroplast  complete genome,152423,0,0,5408,3.54,1423,.93,6365,4.17,957,.62
NC_048891.1,Cucumis melo subsp. agrestis chloroplast  complete genome,156016,0,0,5527,3.54,1325,.84,6214,3.98,687,.44
NC_048951.1,Neoplocaederus obesus mitochondrion  complete genome,15683,0,0,412,2.62,98,.62,510,3.25,98,.62
NC_048952.1,Osyris wightiana chloroplast  complete genome,147544,0,0,4195,2.84,343,.23,4391,2.97,196,.13
NC_048953.1,Santalum album chloroplast  complete genome,144101,0,0,4555,3.16,392,.27,4849,3.36,294,.20
NC_048954.1,Litsea cubeba chloroplast  complete genome,152725,0,0,4901,3.20,613,.40,5048,3.30,147,.09
NC_048955.1,Pholidota imbricata chloroplast  complete genome,159292,0,0,7073,4.44,1598,1.00,7933,4.98,860,.53
NC_048956.1,Anguis veronensis mitochondrion  complete genome,17322,0,0,522,3.01,763,4.40,1161,6.70,639,3.68
NC_048957.1,Kirchnerius guangxii mitochondrion  complete genome,14562,0,0,210,1.44,123,.84,333,2.28,123,.84
NC_048958.1,Magnolia gilbertoi voucher D.A.Wilson & F.Prado 2123 chloroplast  complete genome,159630,0,0,4160,2.60,834,.52,4454,2.79,294,.18
NC_048959.1,Magnolia amazonica voucher P.Nuez et al. 24027 chloroplast  complete genome,159922,0,0,4223,2.64,673,.42,4517,2.82,294,.18
NC_048960.1,Magnolia dixonii voucher A.Ortiz et al. 320 chloroplast  complete genome,159884,0,0,4140,2.58,835,.52,4582,2.86,442,.27
NC_048961.1,Clivia miniata chloroplast  complete genome,158114,0,0,5683,3.59,1301,.82,6075,3.84,392,.24
NC_048962.1,Nassarius siquijorensis mitochondrion  complete genome,15337,0,0,302,1.96,245,1.59,547,3.56,245,1.59
NC_048963.1,Carijoa riisei voucher CLP2 A03 mitochondrion  complete genome,18714,0,0,373,1.99,0,0,373,1.99,0,0
NC_048964.1,Bathyraja eatonii mitochondrion  complete genome,16698,0,0,521,3.12,1134,6.79,1655,9.91,1134,6.79
NC_048965.1,Trematomus loennbergii mitochondrion  complete genome,19374,0,0,231,1.19,518,2.67,749,3.86,518,2.67
NC_048966.1,Spatholobus suberectus chloroplast  complete genome,152173,0,0,6134,4.03,1621,1.06,6477,4.25,343,.22
NC_048967.1,Corydoras sterbai mitochondrion  complete genome,16636,0,0,139,.83,1230,7.39,1320,7.93,1181,7.09
NC_048968.1,Jaagichlorella hainangensis culture CGMCC:NO7101 mitochondrion  complete genome,54084,0,0,1939,3.58,518,.95,2160,3.99,221,.40
NC_048969.1,Arius dispar mitochondrion  complete genome,16792,0,0,204,1.21,1083,6.44,1287,7.66,1083,6.44
NC_048970.1,Lasia spinosa voucher 71753 (MO) chloroplast  complete genome,169982,0,0,9539,5.61,5160,3.03,11835,6.96,2296,1.35
NC_048971.1,Orontium aquaticum voucher 103050 (MO) chloroplast  complete genome,164016,0,0,6843,4.17,2774,1.69,7767,4.73,924,.56
NC_048972.1,Stylochaeton bogneri voucher 87579 (MO) chloroplast  complete genome,163770,0,0,8119,4.95,4077,2.48,10269,6.27,2150,1.31
NC_048973.1,Zamioculcas zamiifolia voucher 97755 (MO) chloroplast  complete genome,167405,0,0,10360,6.18,5456,3.25,12210,7.29,1850,1.10
NC_048974.1,Mirabilis himalaica mitochondrion  complete genome,346363,0,0,4528,1.30,542,.15,4773,1.37,245,.07
NC_048975.1,Mirabilis himalaica chloroplast  complete genome,154348,0,0,6303,4.08,932,.60,6671,4.32,368,.23
NC_048976.1,Anguis colchica mitochondrion  complete genome,17097,0,0,374,2.18,760,4.44,940,5.49,566,3.31
NC_048977.1,Anguis graeca mitochondrion  complete genome,19297,0,0,472,2.44,1056,5.47,1430,7.41,958,4.96
NC_048978.1,Cinnamomum pittosporoides chloroplast  complete genome,152730,0,0,4929,3.22,1128,.73,5223,3.41,294,.19
NC_048979.1,Chaetodon wiebeli mitochondrion  complete genome,16523,0,0,231,1.39,1034,6.25,1216,7.35,985,5.96
NC_048980.1,Thalassoma lunare mitochondrion  complete genome,17073,0,0,143,.83,935,5.47,1078,6.31,935,5.47
NC_048981.1,Altingia yunnanensis chloroplast  complete genome,160860,0,0,5734,3.56,1300,.80,6151,3.82,417,.25
NC_048982.1,Canarium album chloroplast  complete genome,163347,0,0,5849,3.58,637,.38,6143,3.76,294,.17
NC_048983.1,Garcinia pedunculata chloroplast  complete genome,157688,0,0,6978,4.42,1769,1.12,7468,4.73,490,.31
NC_048984.1,Hierodula membranacea mitochondrion  complete genome,16122,0,0,270,1.67,270,1.67,540,3.34,270,1.67
NC_048985.1,Viscum liquidambaricola chloroplast  complete genome,128601,0,0,6238,4.85,2669,2.07,7149,5.55,911,.70
NC_048986.1,Viscum ovalifolium chloroplast  complete genome,129465,0,0,7280,5.62,3305,2.55,8433,6.51,1153,.89
NC_048987.1,Eospalax smithii mitochondrion  complete genome,16350,0,0,436,2.66,3676,22.48,3937,24.07,3501,21.41
NC_048988.1,Abbottina binhi isolate AB-PEx-PiG01 mitochondrion  complete genome,16609,0,0,158,.95,935,5.62,1093,6.58,935,5.62
NC_048989.1,Columba hodgsonii mitochondrion  complete genome,17477,0,0,346,1.97,940,5.37,1062,6.07,716,4.09
NC_048990.1,Carpoglyphus lactis mitochondrion  complete genome,14060,0,0,510,3.62,418,2.97,829,5.89,319,2.26
NC_048991.1,Dremomys everetti voucher MTRH141 BOR259 mitochondrion  complete genome,16178,0,0,213,1.31,4255,26.30,4239,26.20,4026,24.88
NC_048992.1,Magnolia dodecapetala voucher J.Higgins 106 chloroplast  complete genome,159876,0,0,4205,2.63,760,.47,4548,2.84,343,.21
NC_048993.1,Magnolia ovata voucher R.Mello-Silva et al. 50 chloroplast  complete genome,159895,0,0,4172,2.60,638,.39,4466,2.79,294,.18
NC_048994.1,Aglaia odorata chloroplast  complete genome,160978,0,0,6565,4.07,1376,.85,6852,4.25,287,.17
NC_048995.1,Altingia excelsa chloroplast  complete genome,160861,0,0,5787,3.59,1447,.89,6155,3.82,368,.22
NC_048996.1,Aphanamixis polystachya chloroplast  complete genome,160236,0,0,6104,3.80,1253,.78,6374,3.97,270,.16
NC_048997.1,Mytilaria laosensis chloroplast  complete genome,159941,0,0,5412,3.38,1251,.78,5976,3.73,564,.35
NC_048998.1,Pellacalyx yunnanensis chloroplast  complete genome,163743,0,0,8840,5.39,3223,1.96,10340,6.31,1500,.91
NC_048999.1,Pometia tomentosa chloroplast  complete genome,160818,0,0,5805,3.60,754,.46,6124,3.80,319,.19
NC_049000.1,Spathodea campanulata chloroplast  complete genome,158001,0,0,5497,3.47,637,.40,5693,3.60,196,.12
NC_049001.1,Anthoceros punctatus voucher F.-W. Li s.n. (BH) chloroplast  complete genome,160692,0,0,7161,4.45,3004,1.86,7798,4.85,637,.39
NC_049002.1,Anthoceros agrestis strain Oxford voucher D. Long s.n. (OXF) chloroplast  complete genome,160790,0,0,7089,4.40,3479,2.16,7579,4.71,490,.30
NC_049003.1,Anthoceros punctatus mitochondrion  complete genome,228048,0,0,2314,1.01,294,.12,2510,1.10,196,.08
NC_049004.1,Anthoceros agrestis strain Oxford mitochondrion  complete genome,228021,0,0,2309,1.01,196,.08,2456,1.07,147,.06
NC_049005.1,Bougainvillea peruviana chloroplast  complete genome,154465,0,0,6153,3.98,1521,.98,6692,4.33,539,.34
NC_049006.1,Zingiber zerumbet chloroplast  complete genome,169183,0,0,6988,4.13,1606,.94,7577,4.47,589,.34
NC_049007.1,Dalbergia tonkinensis isolate A voucher scbg4 chloroplast  complete genome,156090,0,0,6691,4.28,2210,1.41,7697,4.93,1006,.64
NC_049008.1,Dalbergia odorifera isolate A voucher scbg1 chloroplast  complete genome,156049,0,0,6744,4.32,2356,1.50,7947,5.09,1203,.77
NC_049009.1,Dalbergia yunnanensis isolate E voucher NZ1601 chloroplast  complete genome,155823,0,0,6732,4.32,2112,1.35,7689,4.93,957,.61
NC_049010.1,Trapa bicornis voucher HZU100718 chloroplast  complete genome,155539,0,0,5968,3.83,1572,1.01,6500,4.17,532,.34
NC_049011.1,Bottapotamon lingchuanense mitochondrion  complete genome,17612,0,0,732,4.15,442,2.50,953,5.41,221,1.25
NC_049012.1,Neilupotamon xinganense mitochondrion  complete genome,16965,0,0,452,2.66,588,3.46,991,5.84,539,3.17
NC_049013.1,Pavlova sp. NIVA-4 92 plastid  complete genome,95281,0,0,2402,2.52,418,.43,2574,2.70,172,.18
NC_049014.1,Androcymbium greuterocymbium plastid  complete genome,154804,0,0,5025,3.24,1449,.93,6032,3.89,1007,.65
NC_049015.1,Arachnitis uniflora plastid  complete genome,24846,0,0,4072,16.38,491,1.97,4367,17.57,295,1.18
NC_049016.1,Corsia dispar plastid  complete genome,63172,0,0,8657,13.70,5671,8.97,10111,16.00,1454,2.30
NC_049017.1,Lapageria rosea plastid  complete genome,160054,0,0,6550,4.09,1646,1.02,7040,4.39,490,.30
NC_049018.1,Lilium japonicum plastid  complete genome,152613,0,0,5954,3.90,1104,.72,6469,4.23,515,.33
NC_049019.1,Petermannia cirrosa plastid  complete genome,156852,0,0,6010,3.83,1647,1.05,6525,4.15,515,.32
NC_049020.1,Philesia magellanica plastid  complete genome,158786,0,0,6558,4.13,1745,1.09,7171,4.51,613,.38
NC_049021.1,Ripogonum scandens plastid  complete genome,160287,0,0,7023,4.38,1672,1.04,7317,4.56,294,.18
NC_049022.1,Smilax china plastid  complete genome,158543,0,0,7668,4.83,3274,2.06,8677,5.47,1009,.63
NC_049023.1,Smilax glycophylla plastid  complete genome,158922,0,0,8254,5.19,3823,2.40,9411,5.92,1157,.72
NC_049024.1,Smilax nipponica plastid  complete genome,158178,0,0,7860,4.96,3203,2.02,9015,5.69,1155,.73
NC_049025.1,Tripladenia cunninghamii plastid  complete genome,155652,0,0,5685,3.65,1375,.88,6322,4.06,637,.40
NC_049026.1,Uvularia grandiflora plastid  complete genome,157025,0,0,5359,3.41,833,.53,5800,3.69,441,.28
NC_049027.1,Wurmbea burttii plastid  complete genome,155297,0,0,5028,3.23,491,.31,5175,3.33,147,.09
NC_049029.1,Daldorfia horrida mitochondrion  complete genome,15737,0,0,454,2.88,345,2.19,750,4.76,296,1.88
NC_049030.1,Carpilius maculatus mitochondrion  complete genome,15761,0,0,443,2.81,492,3.12,812,5.15,369,2.34
NC_049031.1,Linuparus trigonus mitochondrion  complete genome,15949,0,0,142,.89,319,2.00,461,2.89,319,2.00
NC_049032.1,Sundasciurus altitudinis voucher FMNH212978M mitochondrion  complete genome,16308,0,0,297,1.82,4125,25.29,4135,25.35,3838,23.53
NC_049033.1,Sundasciurus robinsoni voucher ROM113055M mitochondrion  complete genome,16324,0,0,287,1.75,4323,26.48,4396,26.92,4109,25.17
NC_049034.1,Sundasciurus hippurus voucher USNM590306M mitochondrion  complete genome,16299,0,0,249,1.52,4125,25.30,4220,25.89,3971,24.36
NC_049035.1,Allactaga williamsi voucher 484 mitochondrion  complete genome,16653,0,0,498,2.99,3431,20.60,3629,21.79,3131,18.80
NC_049036.1,Prometheomys schaposchnikowi isolate PrScTR1 mitochondrion  complete genome,16284,0,0,261,1.60,2789,17.12,2976,18.27,2715,16.67
NC_049037.1,Alchemilla argyrophylla chloroplast  complete genome,152427,0,0,4721,3.09,1767,1.15,5576,3.65,855,.56
NC_049038.1,Alchemilla pedata chloroplast  complete genome,152438,0,0,5207,3.41,1939,1.27,5845,3.83,638,.41
NC_049039.1,Saccharina latissima strain ye-c14 chloroplast  complete genome,130619,0,0,5498,4.20,1098,.84,6080,4.65,582,.44
NC_049040.1,Rattus hoogerwerfi voucher ANSP:20319 mitochondrion  complete genome,16314,0,0,483,2.96,3805,23.32,3962,24.28,3479,21.32
NC_049041.1,Rattus sp. NH 2147 voucher SMJM:2147 mitochondrion  complete genome,16308,0,0,463,2.83,3807,23.34,4045,24.80,3582,21.96
NC_049042.1,Rattus korinchi voucher RMNH:23151 mitochondrion  complete genome,16312,0,0,469,2.87,3659,22.43,3872,23.73,3403,20.86
NC_049043.1,Dalbergia sissoo isolate A voucher SCQM-18 chloroplast  complete genome,155863,0,0,6707,4.30,1987,1.27,7418,4.75,711,.45
NC_049044.1,Dalbergia frutescens isolate A voucher 81 chloroplast  complete genome,156105,0,0,6882,4.40,2336,1.49,7790,4.99,908,.58
NC_049045.1,Dalbergia obovata isolate A voucher 93116 chloroplast  complete genome,156012,0,0,6191,3.96,2088,1.33,7050,4.51,859,.55
NC_049046.1,Dalbergia cearensis isolate A voucher 254 chloroplast  complete genome,156314,0,0,6685,4.27,2430,1.55,7642,4.88,957,.61
NC_049047.1,Dalbergia chlorocarpa isolate A voucher 24199 chloroplast  complete genome,155745,0,0,6152,3.95,2105,1.35,7035,4.51,883,.56
NC_049048.1,Dalbergia armata isolate A voucher SA-287 chloroplast  complete genome,156246,0,0,6294,4.02,2282,1.46,7294,4.66,1000,.64
NC_049049.1,Dalbergia martinii isolate A voucher SA-293 chloroplast  complete genome,157123,0,0,6048,3.84,1913,1.21,6955,4.42,907,.57
NC_049050.1,Dalbergia vietnamensis isolate A voucher LSJ3709 chloroplast  complete genome,156088,0,0,6891,4.41,2699,1.72,8093,5.18,1202,.77
NC_049051.1,Ligusticum capillaceum chloroplast  complete genome,147808,0,0,5617,3.80,1130,.76,6132,4.14,515,.34
NC_049052.1,Ligusticum delavayi chloroplast  complete genome,155623,0,0,5215,3.35,736,.47,5509,3.53,294,.18
NC_049053.1,Ligusticum hispidum chloroplast  complete genome,147797,0,0,5636,3.81,1399,.94,6274,4.24,638,.43
NC_049054.1,Ligusticum involucratum chloroplast  complete genome,147752,0,0,5775,3.90,981,.66,6216,4.20,441,.29
NC_049055.1,Ligusticum likiangense chloroplast  complete genome,148196,0,0,5754,3.88,883,.59,6146,4.14,392,.26
NC_049056.1,Ligusticum pteridophyllum chloroplast  complete genome,146443,0,0,5138,3.50,1130,.77,5604,3.82,466,.31
NC_049057.1,Ligusticum scapiforme chloroplast  complete genome,148107,0,0,5684,3.83,1055,.71,6174,4.16,490,.33
NC_049058.1,Ligusticum thomsonii chloroplast  complete genome,147462,0,0,5612,3.80,1250,.84,6151,4.17,539,.36
NC_049059.1,Hygrobates longiporus NMsp1 mitochondrial DNA  complete genome,13721,0,0,563,4.10,392,2.85,857,6.24,294,2.14
NC_049060.1,Rhus integrifolia voucher WVA:Barrett 320c CA plastid  complete genome,160141,0,0,5604,3.49,688,.42,5702,3.56,98,.06
NC_049061.1,Rhus ovata voucher WVA:Barrett 290c CA plastid  complete genome,160262,0,0,5723,3.57,714,.44,5870,3.66,147,.09
NC_049062.1,Tongoloa silaifolia chloroplast  complete genome,161122,0,0,5600,3.47,980,.60,6041,3.74,441,.27
NC_049063.1,Zeugodacus proprediaphora mitochondrion  complete genome,15829,0,0,489,3.08,515,3.25,906,5.72,417,2.63
NC_049064.1,Rotheca serrata mitochondrion  complete genome,482114,0,0,4029,.83,369,.07,4176,.86,147,.03
NC_049065.1,Anemonia sulcata mitochondrion  complete genome,20390,0,0,188,.92,49,.24,237,1.16,49,.24
NC_049066.1,Entacmaea quadricolor mitochondrion  complete genome,20960,0,0,99,.47,0,0,99,.47,0,0
NC_049067.1,Orientocoluber spinalis mitochondrion  complete genome,17196,0,0,175,1.01,542,3.15,717,4.16,542,3.15
NC_049068.1,Diplostomum ardeae voucher D.Nn.ANA.1.2 HOSL202-18 mitochondrion  complete genome,14037,0,0,306,2.17,98,.69,355,2.52,49,.34
NC_049069.1,Amblystegium serpens chloroplast  complete genome,124619,0,0,8041,6.45,3511,2.81,9981,8.00,1940,1.55
NC_049070.1,Calliergonella cuspidata chloroplast  complete genome,124637,0,0,8204,6.58,3582,2.87,10190,8.17,1986,1.59
NC_049071.1,Sarmentypnum sarmentosum chloroplast  complete genome,124819,0,0,8052,6.45,3953,3.16,10359,8.29,2307,1.84
NC_049072.1,Campylium stellatum chloroplast  complete genome,124575,0,0,7958,6.38,4148,3.32,10383,8.33,2425,1.94
NC_049073.1,Cratoneuron filicinum chloroplast  complete genome,124296,0,0,8312,6.68,4274,3.43,10300,8.28,1988,1.59
NC_049074.1,Drepanocladus aduncus chloroplast  complete genome,124256,0,0,8219,6.61,4222,3.39,10621,8.54,2402,1.93
NC_049075.1,Leptodictyum humile chloroplast  complete genome,124600,0,0,8047,6.45,3657,2.93,10158,8.15,2111,1.69
NC_049076.1,Sarmentypnum exannulatum chloroplast  complete genome,124787,0,0,8073,6.46,3855,3.08,10348,8.29,2275,1.82
NC_049077.1,Nemania diffusa mitochondrion  complete genome,258879,0,0,4855,1.87,2061,.79,5860,2.26,1005,.38
NC_049078.1,Scyphiphora hydrophyllacea chloroplast  complete genome,155132,0,0,4823,3.10,1080,.69,5437,3.50,614,.39
NC_049079.1,Orbiocrella petchii strain SD3 mitochondrion  complete genome,23794,0,0,368,1.54,196,.82,515,2.16,147,.61
NC_049080.1,Pterocarpus marsupium isolate NangZZT chloroplast  complete genome,158451,0,0,7273,4.59,3170,2.00,8230,5.19,957,.60
NC_049081.1,Pterocarpus pedatus isolate NiaoZZT chloroplast  complete genome,158568,0,0,7215,4.55,2949,1.85,7901,4.98,686,.43
NC_049082.1,Pterocarpus indicus isolate PI1903 chloroplast  complete genome,158107,0,0,6910,4.37,3000,1.89,7819,4.94,909,.57
NC_049083.1,Pterocarpus macrocarpus isolate PM1903 chloroplast  complete genome,157992,0,0,7014,4.43,2976,1.88,7775,4.92,761,.48
NC_049084.1,Pterocarpus santalinus isolate TXZT chloroplast  complete genome,158966,0,0,7020,4.41,2359,1.48,7681,4.83,661,.41
NC_049085.1,Biancaea sappan chloroplast  complete genome,160192,0,0,6689,4.17,2513,1.56,8168,5.09,1479,.92
NC_049086.1,Oroxylum indicum chloroplast  complete genome,162123,0,0,6284,3.87,1448,.89,6676,4.11,392,.24
NC_049087.1,Cofana yasumatsui mitochondrion  complete genome,15019,0,0,1074,7.15,589,3.92,1589,10.57,515,3.42
NC_049088.1,Dolichoderus quadripunctatus mitochondrion  complete genome,16017,0,0,299,1.86,1228,7.66,1429,8.92,1130,7.05
NC_049089.1,Ophiocordycipitaceae sp. mitochondrion  complete genome,66785,0,0,928,1.38,221,.33,1100,1.64,172,.25
NC_049090.1,Syringa wolfii chloroplast  complete genome,156517,0,0,3958,2.52,605,.38,4318,2.75,360,.23
NC_049091.1,Nassarius glans mitochondrion  complete genome,15296,0,0,496,3.24,221,1.44,668,4.36,172,1.12
NC_049092.1,Alphitobius diaperinus mitochondrion  complete genome,15511,0,0,559,3.60,566,3.64,1027,6.62,468,3.01
NC_049093.1,Leptocodon hirsutus chloroplast  complete genome,169524,0,0,4903,2.89,564,.33,5246,3.09,343,.20
NC_049094.1,Spatholobus pulcher chloroplast  complete genome,151099,0,0,5329,3.52,1327,.87,6041,3.99,712,.47
NC_049095.1,Corydoras duplicareus mitochondrion  complete genome,16667,0,0,139,.83,1180,7.07,1270,7.61,1131,6.78
NC_049096.1,Corydoras arcuatus mitochondrion  complete genome,16822,0,0,282,1.67,1329,7.90,1562,9.28,1280,7.60
NC_049097.1,Corydoras panda mitochondrion  complete genome,16611,0,0,504,3.03,1626,9.78,1981,11.92,1477,8.89
NC_049098.1,Corydoras trilineatus mitochondrion  complete genome,16526,0,0,237,1.43,1280,7.74,1468,8.88,1231,7.44
NC_049099.1,Allium caeruleum strain CMS-S chloroplast  complete genome,153267,0,0,5418,3.53,1424,.92,6104,3.98,686,.44
NC_049100.1,Allium fetisowii chloroplast  complete genome,154018,0,0,5188,3.36,980,.63,5629,3.65,441,.28
NC_049101.1,Allium forrestii chloroplast  complete genome,153186,0,0,5139,3.35,1030,.67,5678,3.70,539,.35
NC_049102.1,Allium macranthum chloroplast  complete genome,152876,0,0,5107,3.34,859,.56,5524,3.61,417,.27
NC_049103.1,Allium neriniflorum chloroplast  complete genome,154280,0,0,5180,3.35,834,.54,5573,3.61,393,.25
NC_049104.1,Allium polyrhizum strain CMS-S chloroplast  complete genome,153086,0,0,5392,3.52,810,.52,5907,3.85,515,.33
